,year,month,ticker,list_date,company_name,icb_industry,icb_supersector,country_of_incorporation,market_cap,eps,p/e,p/s,datetime
146239,2015,12,MPM,2013-12-18,MPORIUM GROUP PLC                  ,Software & Computer Services,Software,United Kingdom,49.314741,-0.02,-5.246249042553191,0.0027021276595744683,2015-12-01
146241,2015,12,MWE,2006-03-16,MTI WIRELESS EDGE                  ,Technology Hardware & Equipment,Telecommunications Equipment,Israel,10.63672294,0.02,10.227618211538461,0.38461538461538464,2015-12-01
146410,2015,12,PEN,1998-03-12,PENNANT INTERNATIONAL GROUP        ,Software & Computer Services,Software,United Kingdom,10.5344544,-0.08,-5.0646415384615375,0.3803846153846154,2015-12-01
146443,2015,12,PTEC,2012-07-02,PLAYTECH PLC                       ,Software & Computer Services,Software,Isle of Man,2650.160753,0.49,16.7445552094522,1.9504643962848296,2015-12-01
146489,2015,12,PRM,1995-10-03,PROTEOME SCIENCES PLC              ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,35.90476029,-0.01,-15.747701881578946,0.008245614035087721,2015-12-01
146518,2015,12,QTX,2014-11-06,QUARTIX HLDGS PLC                  ,Software & Computer Services,Software,United Kingdom,119.1186526,0.11,23.04035833655706,0.425531914893617,2015-12-01
146520,2015,12,QXT,2013-05-21,QUIXANT PLC                        ,Technology Hardware & Equipment,Computer Hardware,United Kingdom,105.6778686,0.1,16.25813363076923,0.6461538461538462,2015-12-01
146614,2015,12,RUR,2006-01-06,RURELEC                            ,Electricity,Electricity,United Kingdom,5.936569652999999,-0.02,-0.5291060296791444,0.0003208556149732621,2015-12-01
146659,2015,12,SSY,1997-09-25,SCISYS PLC                         ,Software & Computer Services,Computer Services,United Kingdom,20.8484604,0.01,71.89124275862069,1.2413793103448276,2015-12-01
146666,2015,12,SDL,1999-12-07,SDL                                ,Software & Computer Services,Software,United Kingdom,335.8017809,0.21,19.74143332745444,2.962962962962963,2015-12-01
146702,2015,12,SLN,2010-01-05,SILENCE THERAPEUTICS PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,116.4814601,-0.1,-16.640208585714287,0.0,2015-12-01
146703,2015,12,SIM,2006-11-02,SIMIGON LTD                        ,Software & Computer Services,Software,Israel,7.776455832999999,0.04,3.811988153431373,0.13607843137254902,2015-12-01
146709,2015,12,SSA,2005-02-14,SISTEMA JSFC                       ,Mobile Telecommunications,Mobile Telecommunications,Russian Federation,1919.136512,-0.35,-0.5828281438289602,72.15359268707482,2015-12-01
146732,2015,12,SPE,1996-09-10,SOPHEON                            ,Software & Computer Services,Software,United Kingdom,4.476585,0.16,3.8432220123626375,2.8846153846153846,2015-12-01
146746,2015,12,SPT,2055-07-13,SPIRENT COMMUNICATIONS             ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,438.4698718,0.05,14.329080777777778,0.7794117647058824,2015-12-01
146769,2015,12,STAR,2013-02-27,STARCOM PLC                        ,Software & Computer Services,Software,Jersey,2.658243263,-0.02,-0.8687069486928106,0.033529411764705884,2015-12-01
146773,2015,12,SOG,2003-06-16,STATPRO GROUP                      ,Software & Computer Services,Software,United Kingdom,52.01092050000001,0.02,38.24332389705882,0.4411764705882353,2015-12-01
146830,2015,12,TECH,2015-03-16,TECHFINANCIALS INC                 ,Software & Computer Services,Software,British Virgin Islands,9.093239415,-0.01,-13.178607847826084,0.2028985507246377,2015-12-01
146838,2015,12,TCM,2005-04-04,TELIT COMMUNICATIONS PLC           ,Technology Hardware & Equipment,Telecommunications Equipment,United Kingdom,225.178482,0.13,15.062105819397994,2.895652173913044,2015-12-01
146859,2015,12,TRX,2010-06-29,TISSUE REGENIX GROUP PLC           ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,115.9189503,-0.01,-17.72461013761468,0.00015290519877675845,2015-12-01
146861,2015,12,TILS,2014-04-24,TIZIANA LIFE SCIENCES PLC          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,200.9529263,-0.09,-24.26967708937198,0.0,2015-12-01
146928,2015,12,USY,1970-01-29,UNISYS CORP                        ,Software & Computer Services,Computer Services,United States,356.18170180000016,-2.2,-3.2380154709090903,60.3,2015-12-01
146944,2015,12,VAL,2006-10-03,VALIRX PLC                         ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,8.722088603,-0.03,-7.650954914912281,0.0,2015-12-01
146957,2015,12,VRP,2006-09-19,VERONA PHARMA PLC                  ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,28.20284242,-0.37,-3.8111949216216217,0.0,2015-12-01
146988,2015,12,WAND,2012-06-01,WANDISCO PLC                       ,Software & Computer Services,Software,Jersey,26.47151638,-1.02,-0.8650822346405229,0.3666666666666665,2015-12-01
146989,2015,12,WTG,2011-05-17,WATCHSTONE GROUP PLC               ,Software & Computer Services,Computer Services,United Kingdom,145.2579844,-0.51,-6.191729940323955,1.2608695652173914,2015-12-01
149276,2016,4,AGL,2004-03-17,ANGLE PLC                          ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,37.02758984,-0.08,-7.844828355932202,0.0061016949152542365,2016-04-01
150050,2016,4,IDEA,2012-07-02,IDEAGEN PLC                        ,Software & Computer Services,Software,United Kingdom,94.85061684,0.01,52.98917141899442,0.12290502793296088,2016-04-01
150742,2016,4,RDT,2014-04-29,ROSSLYN DATA TECHNOLOGIES PLC      ,Software & Computer Services,Software,United Kingdom,7.387166865,-0.03,-3.07798619375,0.048375,2016-04-01
150783,2016,4,SCLP,2010-07-30,SCANCELL HLDGS PLC                 ,Pharmaceuticals & Biotechnology,Biotechnology,United Kingdom,42.16152279,-0.01,-16.092184270992366,0.0,2016-04-01
151234,2018,9,ACT,2014-02-13,ACTUAL EXPERIENCE PLC,Technology,Technology,United Kingdom,96.54,-0.16,-13.408333333333333,0.024,2018-09-01
151238,2018,9,AD4,2006-02-15,ADEPT4 PLC ,Technology,Technology,United Kingdom,4.2,-0.01,-1.8502202643171808,0.04405286343612335,2018-09-01
151581,2018,9,CER,2016-03-18,CERILLION PLC,Technology,Technology,United Kingdom,48.84,0.07,23.257142857142853,0.5666666666666667,2018-09-01
152118,2018,9,INX,2018-06-21,I-NEXUS GLOBAL PLC,Technology,Technology,United Kingdom,21.29,-0.04,-17.741666666666667,0.157,2018-09-01
152282,2018,9,LWRF,2008-11-27,LIGHTWAVERF PLC,Technology,Technology,United Kingdom,9.39,-0.04,-3.260416666666667,0.03902777777777778,2018-09-01
152540,2018,9,OMG,2001-04-10,OXFORD METRICS PLC,Technology,Technology,United Kingdom,94.93,0.03,25.31466666666667,0.256,2018-09-01
152799,2018,9,SGE,2013-06-10,SAGE GROUP PLC,Technology,Technology,United Kingdom,6360.3,0.32,18.318836405529954,1.7013824884792628,2018-09-01
152806,2018,9,SND,2004-12-16,SANDERSON GROUP PLC,Technology,Technology,United Kingdom,50.38,0.06,13.994444444444444,0.5333333333333333,2018-09-01
153044,2018,9,TOOP,2016-05-10,TOOPLE PLC,Technology,Technology,United Kingdom,2.77,-0.01,-0.29035639412997905,0.0015828092243186586,2018-09-01
154471,2019,5,NCC,2007-07-13,NCC GROUP PLC,Technology,Technology,United Kingdom,460.08,0.07,23.64234326824255,0.9028776978417268,2019-05-01
